price,demand,competitor_price,seasonality_effect
21.854305348131312,221.34856281278493,20.826507858472862,0.0
47.78214378844623,99.17276504696412,44.25609399062331,0.1570950837506684
37.93972738151323,134.04626228874693,36.38216708206203,0.3141886167261428
31.93963178886665,151.14723620283215,30.41816548978705,0.47127904816653765
12.020838819909644,422.13588723498776,12.351920185950132,0.6283648273425846
12.01975341512912,416.4117543342701,13.112339453165514,0.7854444035709403
7.613762547568976,658.0760238049919,7.896604282101679,0.9425162262294944
43.97792655987208,113.40111400809859,47.73055782680739,1.0995787447726761
32.0501755284444,161.1262554553594,33.87147328078319,1.2566304087467615
36.86326600082205,140.96585031850418,38.54332868043094,1.4136696678051777
5.92630224331111,846.9423890059658,5.824443260011214,1.570694971723808
48.645943347289744,107.3351437621811,46.94133600972128,1.727704770416295
42.45991883601898,118.58236404228884,45.400500662008994,1.8846975139493425
14.555259980522427,348.27111278810764,15.73538076044766,2.0416716525580143
13.182123524319527,379.8107954782318,13.055265341844398,2.1986256366610353
13.253202943404522,379.6340091757386,11.951905664976792,2.3555579168760867
18.690900933179197,268.6490925795169,19.784434741558968,2.5124669440351006
28.614039423450702,175.1226556617414,27.384029689039938,2.669351169199554
24.43752583889521,203.98401428115838,22.04210024637419,2.8262090436757585
18.105311308911887,281.4835457819461,19.209693870095712,2.983039019030148
32.53338026250708,163.38117200671277,32.646688747855734,3.139839547104564
11.277223729341882,452.5236543447972,11.694956334049342,3.2966090800315406
18.146509184084817,272.7056071188659,19.65154371367377,3.4533460702495815
21.486282948216125,242.7626711381315,21.66321746109795,3.6100489705184375
25.523149289766618,198.07651354861892,25.539453848021676,3.7667162339343823
40.33291826268561,130.89522929633054,38.644276752896715,3.92334631394548
13.985320197126189,357.0665959950993,13.440434876779863,4.079937664366853
28.140549728612523,182.62593075623067,29.809521079759072,4.236488739395948
31.65865559879191,163.89630524070319,31.335922486870828,4.392997993627789
7.090268572399898,702.3183447063568,6.613130662691482,4.549463882070242
32.339518335564726,162.35682087573178,29.71696944133471,4.705884860159258
12.673585565928118,406.1132775732487,12.604945722714604,4.8622593837741235
7.927321684337578,634.8753958871356,7.871759124097125,5.018585909252706
47.699849176399994,116.79783792179552,49.163836521453476,5.1748628934066865
48.45344148835517,107.57446583543418,48.1730654335179,5.331088793536801
41.37788066524075,130.5726930632236,38.42743671152206,5.4872620674480626
18.70761961280168,261.82130675430665,18.7368142929403,5.643381173464986
9.395245130287275,550.0774255969357,10.159622363469804,5.799444570446814
35.79048619304706,153.1346720332304,33.352734701980985,5.955450717802717
24.80686221828206,206.2454024479741,25.74830566508498,6.111398075507016
10.491720568015047,472.9730969147705,10.688669604162566,6.267285104114374
27.28296095500716,191.12781815709118,28.639391890177198,6.4231102647750005
6.547483450184828,763.011422718766,6.0899456647384405,6.578872019249834
45.91941809354519,117.84523376722103,49.97507011309064,6.734568829925738
16.645099172000762,309.33674567994393,17.047798809334164,6.890199159830666
34.81350279592919,145.96117940883985,37.230055200408536,7.045761472648847
19.026998424023493,275.59057529931135,18.06273588240062,7.201254232735943
28.403060953001486,187.42191413395742,29.76307273110239,7.35667590513421
29.601962570447583,181.29886146300043,31.26577464861542,7.512024955587654
13.318450498648717,383.13063584047484,13.045249849124694,7.667299850557169
48.63130824940514,103.55930383246584,47.50260916858405,7.822499057235685
39.880977051250156,138.24003917739088,41.13959089610314,7.977621043563291
47.27745237038851,112.53946705188024,43.43292257843906,8.132664278242364
45.2672307692442,111.79390380381265,47.40044132578481,8.287627230752681
31.905499046498832,171.91550234987508,28.9886138368817,8.442508371366536
46.48434057604026,126.65744863951551,43.60779941199434,8.597306171163826
8.982162592336378,565.2045951508082,9.27703577554817,8.752019102047159
13.819228808861533,381.5169423130579,12.709057378549415,8.906645636756933
7.035228000974213,720.2267781692701,7.699131339773364,9.061184248886407
19.639864884346895,261.8975900588338,21.086915239894353,9.215633412896777
22.49047803602669,228.5340054602102,23.058598002605223,9.369991604132236
17.210706429825315,308.22650665671637,18.308947270579754,9.524257298835012
42.29318791183682,124.00005805565564,45.57158707701231,9.678428974160429
21.053899701211517,250.99454651545628,20.041104591288722,9.83250510819192
