customer_income,purchase_frequency,avg_cart_value,discount_sensitivity,loyalty_score
68690.21545015712,32,281.0565860070107,0.7083735906071981,4.143741937641668
143592.8598332891,36,471.38450900581336,0.5450012471637505,4.877332563036184
115159.21243548267,37,461.36209741999824,0.8559886171264495,4.078106207390748
97825.60294561475,48,443.2148574112048,0.3345063629985069,3.0728456830458315
40282.42325751675,14,58.01742359455939,0.29644099227541565,4.310039972564459
40279.28764370634,27,320.8057311549619,0.03319740856501052,4.4315161723322944
27550.86958186593,19,405.96850044182077,0.9517173006383531,3.1780905237131156
132602.89895074157,31,419.4315978927765,0.5014921463950683,4.748629942719527
98144.95152661715,46,293.1744998259291,0.502523914693815,1.1206807722279613
112049.43511348592,9,18.57281826822286,0.9234361453455983,1.0403840393141506
22675.98425845432,38,487.1193218044502,0.2899182359285798,1.3258374566586917
146088.28078105926,17,241.3763843514795,0.33210613004574585,1.2314308618138066
128217.54330405482,19,202.8619886840631,0.6563476943951431,2.6984439511288034
47604.0843881759,44,203.52486970185888,0.7851759548993943,4.761284415687947
43637.24573692308,4,217.8339312285506,0.6993107254324912,3.7008941999677454
43842.5862809464,48,128.66855190464895,0.7887182825222782,3.6378114449778267
59551.4915847399,11,170.3934766174166,0.5751080392905972,2.5395441693475185
88218.33611219093,22,492.8252287896222,0.8628234827116036,3.135065824716945
76152.85242347505,4,190.40232012548617,0.5501067300691639,2.216698786177693
57859.78822574545,17,268.0952580721566,0.22934062725120907,3.07135095761066
99540.87631390934,8,425.66419032785706,0.5417011064986182,3.9866436348589565
38134.20188476544,46,268.4396274433431,0.7129446851569546,3.234769857013195
57978.80430957836,34,168.9821765929021,0.6535753394149114,2.6754873568942514
67627.03962817992,11,266.63797869007976,0.24301676297073582,4.379688255708388
79289.09794821468,31,65.90229211515775,0.04107822800411853,2.149771519179007
122072.87498109177,11,73.70340806405721,0.25248076039059963,2.9259477116978405
45957.59168058677,38,350.11269079302775,0.9840420712537196,4.9125890825528025
86850.47699376951,21,459.5557220572754,0.18446624039044923,4.869286514090759
97013.89395206553,46,365.582285409374,0.4643717584908935,1.025138466643969
26038.553653599705,30,46.560487922105025,0.63834579935756,3.1289336357290134
98980.83074718699,10,207.4188494051928,0.8794731850495422,2.3476770355006376
42168.136079347896,26,11.25125825135123,0.7602586375302076,2.16489547898704
28456.70708808634,27,260.4913042295601,0.908953105560603,3.385008714434722
143355.11984293332,8,104.67019759210717,0.6043836935784851,2.7852172927767374
