product_id,base_price,discount,effective_price,demand,competitor_price,revenue,profit
1,81.16262258099887,18.682040923334924,65.9997882159648,67.71978705200755,68.03116712749572,4469.491603462733,-1347.0658855414113
2,190.63571821788406,16.645604811570163,158.90324993363663,37.32560515740204,176.45162934007604,5931.159965250892,679.5754894071415
3,149.07884894416696,8.807695625143003,135.948437687698,49.84145470018204,99.54340130204206,6775.867898571921,2176.067133107629
4,123.74511199743695,30.363333505074397,86.17197094542733,45.75435070871141,108.57480092567332,3942.7425798979716,-496.0530205997334
5,39.64354168406294,23.831208025431444,30.196006796685275,182.7078856878344,30.59855229865821,5517.048558037844,-11285.719430358891
6,39.6389588638785,43.28504961620018,22.48121585230351,221.1223893377703,29.895252266247123,4971.100164479511,-19284.416697742025
7,21.035886311957896,1.6054790241029127,20.698159569685277,231.81715754739585,16.01672856607268,4798.188517906871,-912.4800169258615
8,174.57346769723767,32.193396377756315,118.37233927107158,49.817145589788346,122.3367965709115,5896.972059270794,-811.906270622253
9,124.21185223120968,38.14744392557806,76.82820555238708,60.61572051911188,122.38260236082975,4656.997035748374,3980.4415314637836
10,144.53378978124863,37.974328459415354,89.64805371487637,54.95629248612435,73.01250894504511,4926.724660766532,-453.9291108935022
11,13.911053916202466,44.30369835477626,7.747942551197836,641.2898290170333,8.928737104352463,4968.676753891457,-55469.51334868113
12,194.2828719107789,36.4516871414747,123.46348727238976,32.33042380081751,152.96009194896922,3991.6268674432,2854.3213319560027
13,168.16410175208014,46.39050308238482,90.15192894531667,62.70190062872547,152.07668041110153,5652.697290217165,4969.052750239536
14,50.34443102887247,16.632829991044574,41.97072740588142,116.2676350934115,48.32619018895786,4879.837218632067,1957.8998672694343
15,44.54674376934912,25.160470837577154,33.338573294171816,135.60990596057238,29.57479655342769,4521.04078928229,-1499.0149050079108
16,44.84685687215242,0.7039831641445338,44.53114255012448,117.79157392036929,37.73962532271666,5245.39336945149,-10409.73406013464
17,67.80602616231216,0.34787936516456064,67.5701429889554,61.941355995765115,60.026014990423356,4185.3862815636385,-3810.0961566500127
18,109.70372201012519,12.006331022575994,96.532330001503,40.26351673347882,88.86251677997573,3886.7310843372156,3312.611253136696
19,92.069553542002,5.040359856954263,87.42891672479392,69.1153786661376,64.77447155240144,6042.682685804343,2798.1399453728386
20,65.33353663762796,13.010568396787681,56.83327216734904,76.01323528081456,43.391097945672946,4320.080889035272,-5861.956988754165
21,126.2520499972521,8.85216472641987,115.07601056101336,20.285093829911737,85.52502807081272,2334.32767180207,1536.807865986755
22,36.50383352388795,1.426001241932412,35.98328840448436,145.1820074299574,20.747581950541452,5224.126044494148,-16468.239102854684
23,65.50748322169144,45.46520732030247,35.72437016463707,136.92184581882864,58.342358848968495,4891.4467036572,-892.3824101487098
24,79.60875022580143,0.41115656944457624,79.28143361939533,60.88991683463566,54.263467094202355,4827.43989961567,-2002.6686704182239
25,96.65329700123682,36.80410721685427,61.08091394427702,78.71362713677647,91.76677808493214,4807.900285383352,-345.76269125879753
26,159.18343266467258,7.607394345975827,147.07372120841003,36.313255395694036,115.57237025757055,5340.725600236096,4441.774257131237
27,47.93801861008835,45.61148109998,26.072778312043013,184.2437013522135,33.94111422705468,4803.745180746522,-2934.0147306493345
28,107.7045432985862,44.63979697949429,59.625453832405796,98.6179528222172,96.05967353567368,5880.140193047485,-4266.870138067644
29,122.55876808378807,32.695057318462865,82.48810860999157,45.85249270232928,98.55605434448354,3782.2853980685836,1312.0658834327323
30,18.825578416799566,33.611707490030255,12.497980066038625,404.51339750036436,11.039386112460118,5055.600378405113,-32401.770670034326
31,125.43352186127329,0.26695709848442717,125.0986681707856,46.389661127101675,116.12578671710668,5803.284823894484,4188.831781611953
32,42.39958350058539,49.2435783056801,21.520511398192404,224.73996861568645,33.188142596918055,4836.519056223284,-10905.221460298879
33,22.35980266720311,43.89163017879072,12.545720771806938,388.3049227429119,11.931938960471921,4871.565135050638,-25911.555408768
34,190.28825207813333,44.7553112865046,105.12415251891619,57.73455126018928,142.32524872366375,6069.2957722873225,2324.9929441239483
35,193.47008628416629,32.962226852543594,129.69803755136755,28.642476920303007,123.32424538619438,3714.8730471736376,2749.6755790367997
36,163.59549614212762,17.239346432726826,135.392701813848,30.8629729941622,95.95971615004436,4178.621299687446,1958.7939097484073
37,67.87661614294043,44.68243245452404,37.54769298245452,142.03706330299167,60.96085863236286,5333.164045030188,-9647.567584579065
38,28.557701661212935,14.575846407559617,24.395174929545433,205.30597542994752,25.441810306370876,5008.475184694526,-24742.684946585014
39,140.0042750373098,28.135577167110142,100.61326419693438,31.723800228192037,86.9012516070341,3191.835093689853,-598.5447012138407
40,93.62897381052424,4.98654861719412,88.9601195116825,73.67555190923355,58.3633053805194,6554.185902934585,4460.826251158429
41,33.187264620507975,46.09778150663751,17.888671887716598,274.20638855590175,32.18860472660401,4905.188114392254,-7308.449289522942
42,104.08361292114134,7.038522888560666,96.75766400244592,47.647920216123126,87.30022189501946,4610.301454686992,3827.4716247620145
43,16.533819011891495,11.244840286520363,14.674617470741957,343.2822266490461,13.239186966105384,5037.535360579292,-3430.9560287890235
44,182.77087639496858,27.906707906410748,131.7655417814377,44.196955815521655,107.00865584033801,5823.635828122474,3996.134580355628
45,59.16819650400321,38.204650010649075,36.56319411203568,156.36058357610654,46.68778209055886,5717.0423687643615,411.4982129838081
46,135.8792340272566,30.967565296814946,93.8007435050539,36.70380003951003,72.97197983140639,3442.8437331668674,2122.2725230535007
47,69.22510445698808,11.606695640007809,61.190357276187996,89.97174314121484,34.729965719384325,5505.403107572353,2044.9384588801158
48,108.81292402378405,0.04715212637451671,108.76161641633655,53.40219780428468,66.3363755482443,5808.109353378941,3212.847402130758
49,113.87495307522313,37.85752901537196,70.76470967352932,69.28503871019198,75.93257657301078,4902.935649045977,3294.8312896864754
50,45.122346549850135,49.26036629555469,22.894913358244374,226.26185778750877,36.280686682062594,5180.2456303204235,-5066.265300195151
51,194.22107927526613,40.49565601530452,115.56997910274248,52.60657079067203,187.7108424921452,6079.74028694491,565.5345318593872
52,157.27523643861176,23.010330907830767,121.08568409801396,27.473445210300326,112.20496972644509,3326.6409078185197,2247.534943894103
53,188.50479889719594,45.18836306995533,103.32256596724189,65.88980430925272,154.4132436573463,6807.903652311424,4836.706576992598
54,180.01719658125327,20.4923836559175,143.12738201119564,19.346293884478772,148.43335263270603,2768.984395304651,2482.352200460136
55,123.60099597410618,26.246704212173377,91.1598081574822,43.49557042937492,81.10022168635894,3965.047856042074,594.3209802636316
56,185.1561046543922,23.856488369784163,140.98436008157174,32.84704999114258,142.23327585328522,4630.920323568634,456.4710042685274
57,26.813575389864706,22.381193633276247,20.81237716185458,259.4910633103567,16.730412886348468,5400.6258797458295,1882.5982561079709
58,47.236743859637585,38.75953846469529,28.927999953891767,169.76035433194212,37.83254059375974,4910.827522287072,-9287.465738743133
59,18.59318489300223,26.338445363474598,13.696029048629024,364.74998026105584,17.190669483034267,4995.626325142283,-31238.542877047734
60,71.81276284502022,15.835856101260804,60.44059705854313,97.04663990771223,55.247442601301756,5865.556858547567,-2956.6562353497375
61,83.84868504100159,12.907908382923916,73.02557359562267,65.46598292062453,43.978110649142394,4780.690953779844,-3877.536480854218
62,61.556316037040226,1.8873658483716693,60.3945231506414,71.00459682241706,36.88686434635507,4288.288766593426,-4986.854202426465
63,167.46012673886656,29.1597580941523,118.62915887765222,37.9758051648877,150.23272857335988,4505.0378244122285,3999.595013180006
64,77.78313207178196,11.49807077005171,68.83957249900568,86.3405599784779,62.564842772180405,5943.6472382431775,993.1492969247838
65,63.377556840602345,7.406696100819154,58.683373809295006,85.91165851345892,33.97695871505176,5041.585971121811,-3744.627302608329
66,113.1122558000672,32.691498191383886,76.13416474095472,84.98012110001392,106.11631601361374,6469.890539534742,-5691.145079863693
67,36.77560274520491,34.06046289107744,24.249662219204332,213.56778829334294,32.106016139268114,5178.946727016108,-20807.8312909554
68,162.41742634326755,37.607744612883295,101.33589543727365,42.89276836890053,141.1226627075498,4346.577090446103,3033.8246115947113
69,24.164622299156456,25.178844816929573,18.080249549854692,277.0556185906399,17.266433649884913,5009.23472330813,-7592.718072062559
70,197.5085179540983,44.70273026019433,109.21681793217023,37.2483139352333,156.9468533288232,4068.142321344694,-242.2739212663082
